conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,transportation software related to an ERP system,"transportation software related to an ERP programme
transportation software relating to ERP systems
transportation software relating to an ERP system
transportation software related to ERP systems
transportation software related to ERP operations
transportation software related to an ERP data
transportation software related to ERP administration",knowledge,cross-sector,"Business management software to collect, manage and interpret data related to shipping, payment, inventory, manufacturing applied in transportation and distribution."
http://data.europa.eu/esco/skill/09fd83e2-2e47-4e56-9200-0393c05f9a71,work on uneven surfaces,"complete work tasks on irregular surfaces
work on irregular terrain
safely execute work activities on uneven surfaces
work on asymmetrical terrain
perform work tasks on asymmetrical terrain
complete work tasks on uneven surfaces
carry out work tasks on irregular terrain
work on uneven ground
work on irregular surfaces
work on asymmetrical surfaces
work on uneven terrain",skill/competence,cross-sector,Perform work on uneven surfaces; climb ladders and execute tasks on top of railcars.
http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,operate automated process control,"perform automated process control
execute automated process control
conduct automated process control
operate an automated process control
undertake automated process control
operate automated process controls",skill/competence,cross-sector,Operate process control or automation system (PAS) used to control a production process automatically.
http://data.europa.eu/esco/skill/0a14bbb7-6f92-4fb1-8f87-a5353b662e1b,visual flight rules,"visual flight rules communications
IFR
VFR communications
visual flight regulations
instrument flight rules
instrument flight regulations
VFR",knowledge,cross-sector,Types of flight rules which are a compilation of regulations that allow pilots to fly aircrafts in clear as well as unclear weather conditions whereby it is declared that outside visual reference to the ground and other obstructions are not safe.
http://data.europa.eu/esco/skill/0a1b49a5-0cb3-45e6-9d8c-77a0550ac840,inspect aircraft manufacturing,"carry out inspections of aviation industry manufacturing
carry out inspections in the aviation industry
perform manufacturing inspections in the aviation industry
inspect manufacture of aircraft
examine aircraft manufacturing
examine manufacture of aircraft
assess manufacture of aircraft
assess aircraft manufacturing
conduct inspections of aviation industry manufacturing
analyse aircraft manufacturing
perform inspections of aviation industry manufacturing",skill/competence,cross-sector,Conduct inspections in the aviation industry; inspect plants where aircraft parts are manufactured to ensure safety and quality control. Ensure that aircraft components are manufactured in compliance with safety and design specifications.
http://data.europa.eu/esco/skill/0a1e6554-1c6b-42c6-970b-8d9a307cdb5e,write Javanese,"correspond in written Javanese
show competency in written Javanese
correspond in written basa jawa
correspond in written cara jawa",skill/competence,transversal,Compose written texts in Javanese.
http://data.europa.eu/esco/skill/0a35de65-e51d-4862-a425-2f4dd5c4a982,write Bosnian,"show competency in written Bosnian
correspond in written Bosnian",skill/competence,transversal,Compose written texts in Bosnian.
http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies,"administer company policies
applying company policies
employ company policies
utilise company policies
company policy application
apply company policy
implement company policies",skill/competence,cross-sector,Apply the principles and rules that govern the activities and processes of an organisation.
http://data.europa.eu/esco/skill/0a48d064-dd04-47fb-a00d-85e9b4874033,business management principles,"principles of business management
business management standards
business management foundations
business management fundamentals
business management principle
business management conventions
a business management principle",knowledge,cross-sector,"Principles governing business management methods such as strategy planning, methods of efficient production, people and resources coordination."
http://data.europa.eu/esco/skill/0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,foreign affairs policy development,"overseas affairs policy operation
overseas affairs policy organisation
overseas affairs policy evaluation
foreign affairs policy organisation
foreign affairs policy operation
foreign affairs policy evaluation",knowledge,cross-sector,"The development processes of foreign affairs policies, such as relevant research methods, relevant legislation, and foreign affairs operations."
http://data.europa.eu/esco/skill/0aa02c52-077d-45f8-8c2d-7132c11ac16e,carry out strategic research,"carrying out strategic research
conduct strategic research
undertake strategic research
complete strategic research
oversee strategic research
carry out a research strategy",skill/competence,cross-sector,Research long term possibilities for improvements and plan steps to achieve them.
http://data.europa.eu/esco/skill/0aa38c07-644b-4f81-8014-924ea3cc8dc5,pharmaceutical legislation,"pharmaceutical laws
pharmaceutical regulations
pharmaceutical norms",knowledge,cross-sector,"European and national legal framework for the development, distribution, and use of medicinal products for humans."
http://data.europa.eu/esco/skill/0ab07923-f350-4a3c-bbea-3017d756c409,communicate regulations,"communicating regulations
raise awareness of regulations
draw attention to regulations
share regulations
pass along regulations
communicate regulation",skill/competence,cross-sector,Keep relevant persons and department up-to-date with new or revised regulations in order that product requirements and specifications are met at all times.
http://data.europa.eu/esco/skill/0ab9d433-10e5-4683-ae54-4687179a5259,literature,"fiction
nonfiction
prose",knowledge,cross-sector,"The body of artistic writing characterized by beauty of expression, form, and universality of intellectual and emotional appeal."
http://data.europa.eu/esco/skill/0af355f7-634c-4f1b-b499-90400000d777,analyse recorded sources,"research the past in recorded sources
evaluate the past in recorded sources
researching the past in recorded source
research on the past in recorded sources
study the past in recorded sources
analyse the past in recorded sources
examine the past in recorded sources
researching the past in recorded sources
research history in recorded sources
research on the past in recorded source",skill/competence,cross-sector,"Analyse recorded sources such as government records, newspapers, biographies, and letters in order to uncover and interpret the past."
http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,maintain logistics databases,"ensure logistics databases remain up to date
update logistics databases
update logistical databases
keep logistics databases
maintain logistical databases
keep logistical databases
perform logistics database maintenance activities
ensure logistical databases remain up to date
maintain databases of logistics information
carry out logics database maintenance activities
maintain databases of logistical information",skill/competence,cross-sector,Maintain databases accessible to users in the logistics and storage sub-sector.
http://data.europa.eu/esco/skill/0afb2715-a6ee-4ad9-ac8a-fb904dd99b61,participate in governmental tenders,"participating in governmental tenders
participate in a governmental tender
engage in government tenders
partake in government tenders
bid for government tenders
take part in government tenders
participation in governmental tenders",skill/competence,cross-sector,"Filling out documentation, guarantees for participation in govenmental tenders."
http://data.europa.eu/esco/skill/0b034df5-6d36-4a4c-932e-d348850d5cb6,install lift governor,"installing lift governor
lift governor calibration
calibrating lift governor
lift governor installation
fit lift governor
calibrating of lift governor
calibrate lift governor
fitting of lift governor
fitting lift governor
installation of lift governor
lift governor fitting",skill/competence,cross-sector,"Install the lift governor, which controls the movement speed and braking mechanisms of the lift, in the machine room at the top of the shaft. Calibrate the governor and link it up with the motor, control mechanism, and a source of electricity."
http://data.europa.eu/esco/skill/0b05cfa0-5f2a-4c74-850f-094d32fd1c1b,load equipment,"fill equipment
cram equipment
loading equipment
pack equipment
equipment loading
stack equipment",skill/competence,cross-sector,Handle safe loading of equipment in given restrictive conditions.
http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604,perform multiple tasks at the same time,"perform multitasking activities
carry out multitasking
perform multi tasks at the same time",skill/competence,cross-sector,"Execute multiple tasks at the same time, being aware of key priorities."
http://data.europa.eu/esco/skill/0b5aaee4-c948-4853-bf8d-b9cd6c4917ee,inform policy makers on health-related challenges,"provide information on health-related challenges to policy makers
inform policy makers on health-related problems
inform policy makers on a health-related challenge
inform policy maker on health-related challenges",skill/competence,cross-sector,Provide useful information related to health care professions to ensure policy decisions are made in the benefit of communities.
http://data.europa.eu/esco/skill/0b6c4174-a862-480d-8d55-44f7cf7ac365,style hair,"design hair style
do hair
hairstyling",skill/competence,cross-sector,Style a person's hair using the appropriate techniques and products.
http://data.europa.eu/esco/skill/0b709c64-a57a-4976-86bd-34d2cf34fa4f,"apply knowledge of philosophy, ethics and religion","follow ethical values and religious believes
apply philosophical school of thoughts
act according to ethical and religious values
evaluate the moral and ethical consequences of actions
assess the consequences and impact of ideas",skill/competence,transversal,"Discover and develop an individual perspective about one's roles, meaning and purpose, including what it means to live, to die and to be human."
http://data.europa.eu/esco/skill/0b82924b-6741-4d58-b38d-16731cb14f53,provide objective assessments of calls,"arrange objective assessments of calls
provide an objective assessment of a call
contribute objective assessments of calls
administer objective assessments of calls
provide an objective assessment of calls
furnish objective assessments of calls
providing objective assessments of calls",skill/competence,cross-sector,Ensure objective assessment of calls with customers. See that all company procedures are adhered to.
http://data.europa.eu/esco/skill/0b8a3319-54be-4b35-8425-c31d1f42f186,write Sanskrit,,skill/competence,transversal,Compose written texts in Sanskrit.
http://data.europa.eu/esco/skill/0b8da079-f587-403f-a6ad-cd18b8150044,gather technical information,collect technical information,skill/competence,cross-sector,"Apply systematic research methods and communicate with relevant parties in order to find specific information and evaluate research results to assess the information's relevance, relating technical systems and developments."
http://data.europa.eu/esco/skill/0b917c3e-e49f-40d9-8f95-3bc8e9c06fd2,perform laboratory tests,"laboratory testing
engage in laboratory tests
performing laboratory tests
carry out laboratory tests
conduct laboratory tests",skill/competence,cross-sector,Carry out tests in a laboratory to produce reliable and precise data to support scientific research and product testing.
http://data.europa.eu/esco/skill/0b95eb5d-f3eb-4387-a0bb-094a394196c7,refrigerants,"refrigeration cycle coolants
refrigeration fluids
refrigeration coolants
heating pump fluids
system coolants",knowledge,cross-sector,The characteristics and properties of the different fluids used in heat pump and refrigeration cycles.
http://data.europa.eu/esco/skill/0bb4b474-da3a-45ce-9de3-0c964d84e73f,soldering techniques,"soldering
soldering methods
soldering procedures
soldering practices
soldering systems",knowledge,cross-sector,The various techniques for joining pieces of metal together by melting and applying a filler metal into the joint between the two pieces such as silver soldering and induction soldering.
http://data.europa.eu/esco/skill/0bd4c62a-c309-467e-be76-8403b3f3a1a8,financial products,"financial instruments
fiscal products
monetary product
monetary products
financial securities
financial instrument
financial product",knowledge,cross-sector,"The different types of instruments that apply to the management of cash flow that are available on the market, such as shares, bonds, options or funds."
http://data.europa.eu/esco/skill/0befe984-aa6e-4b54-85db-d00bb51f8ed5,interpret religious texts,"clarify religious texts
decipher religious texts
translate religious teachings
explain religious teachings
translate religious texts
explain religious texts
decipher religious teachings
clarify religious teachings",skill/competence,cross-sector,"Interpret the contents and messages of religious texts in order to develop spiritually and help others in their spiritual development, to apply the appropriate passages and messages during services and ceremonies, or for theological learning."
http://data.europa.eu/esco/skill/0c04d0af-af50-4463-8ce3-e9968e229237,keep heavy construction equipment in good condition,"maintaining heavy construction equipment
maintain heavy construction equipment
keeping heavy construction equipment in good condition
maintaining condition of heavy construction equipment
inspect heavy construction equipment
inspecting heavy construction equipment
repairing heavy construction equipment
maintain condition of heavy construction equipment
ensure condition of heavy construction equipment
repair heavy construction equipment",skill/competence,cross-sector,"Inspect heavy equipment for construction projects before each use. Maintain the machine in good working order, taking care of small repairs and alerting the responsible person in case of serious defects."
http://data.europa.eu/esco/skill/0c0a8629-97b7-412f-ad91-be97d80205af,perform pre-assembly quality checks,"operate pre-assembly quality checks
perform a pre-assembly quality check
complete pre-assembly quality checks
implement pre-assembly quality checks
finish pre-assembly quality checks",skill/competence,cross-sector,"Inspect product parts for faults or damages, using testing equipment if necessary, and check that the received lot is complete before assembling the finished products."
http://data.europa.eu/esco/skill/0c33d03f-9696-44ff-9c1a-7f4296ee3335,rehearse role,"study role
practise role
prepare role
rehearsing role
rehearse roles",skill/competence,cross-sector,Study lines and actions. Practise them before recording or shooting to find the best way to perform them.
http://data.europa.eu/esco/skill/0c521914-1ba6-4f92-8fce-b6b97f3f8edb,develop calibration procedures,"developing calibration procedures
calibration procedure developing
develop calibration protocols
calibration protocols developing
calibration protocol developing
developing calibration protocols
calibration procedures developing",skill/competence,cross-sector,Develop test procedures for instrument performance testing.
http://data.europa.eu/esco/skill/0c606377-fbd6-4f66-b700-ba4524670b73,screen clients,"selectively choose clients
scan clients",skill/competence,cross-sector,Check the personal information of clients and make sure they are not on any blacklist or registered for any severe offences.
http://data.europa.eu/esco/skill/0c627853-241e-405b-9044-aaff6bca133e,install power lines,"power lines installing
power lines commissioning
installing power lines
power line installing
commissioning power lines
power line commissioning",skill/competence,cross-sector,"Install cables and networks for electricity distribution on the street, in the fields and in buildings, and put them into operation."
http://data.europa.eu/esco/skill/0c66036a-3bdd-4955-8343-985f4697af64,manage donor database,"create and update donor database
handle donor database
manage donor databases
manage database of donors
create and update donor databases",skill/competence,cross-sector,Create and constantly update the database containing personal details and status of donors.
http://data.europa.eu/esco/skill/0c77bcd5-b94a-475d-98e9-5a4327e4d726,statistical process control,"quality control oversight
statistical process oversight
quality control jurisdiction
statistical process jurisdiction
quality control authority
quality control supervision
statistical process supervision
statistical process authority",knowledge,cross-sector,Method of quality control that uses statistics to monitor processes.
http://data.europa.eu/esco/skill/0c8f1351-d1fe-4542-89fe-b70729679c52,manage consumables stock,"managing consumables stock
manage stocks of consumables
oversee consumables stock
keep watch on consumables stock",skill/competence,cross-sector,Manage and monitor consumables stock to ensure that the production demands and deadlines can be met at all times.
http://data.europa.eu/esco/skill/0c944316-12f6-4949-a156-a03dbaae790f,ensure sanitation,"safeguard sanitation
provide sanitation
secure sanitation
ensuring sanitation
ensure correct sanitation
ensure adequate sanitation
assure sanitation",skill/competence,cross-sector,"Keep workspaces and equipment free from dirt, infection, and disease by removing waste, trash and providing for appropriate cleaning."
http://data.europa.eu/esco/skill/0c9da986-721e-4f75-b566-0c6c212a8f60,make investment decisions,"decide on investments
pass investment decisions
form investment decisions",skill/competence,cross-sector,"Determine whether to buy or sell financial products such as fonds, bonds or stocks in order to enhance profitability and to reach the best performance."
http://data.europa.eu/esco/skill/0cc9c234-f817-4f4c-908a-4d28fe3b0f4a,coach employees,"train staff to improve performance
employee coaching
coach employees for performance
coach staff
train employees to improve performance",skill/competence,cross-sector,"Maintain and improve employees' performance by coaching individuals or groups how to optimise specific methods, skills or abilities, using adapted coaching styles and methods. Tutor newly recruited employees and assist them in the learning of new business systems."
http://data.europa.eu/esco/skill/0ce96a86-7a28-4c44-9e59-591375310894,collect weather-related data,"gather weather-related data
assemble weather-related data
collecting weather-related data
compile weather-related data",skill/competence,cross-sector,"Gather data from satellites, radars, remote sensors, and weather stations in order to obtain information about weather conditions and phenomena."
http://data.europa.eu/esco/skill/0cf27a00-947f-473d-af1a-24028c17ba27,international regulations for cargo handling,"international regulations governing the loading and unloading of cargo
international conventions on the loading and unloading of freight
international regulations for handling of shipments
international conventions on the loading and unloading of cargo
international regulations for handling of cargo
international regulations governing the loading and unloading of shipments
international regulations for shipment handling
international regulations governing the loading and unloading of freight
international conventions on the loading and unloading of shipments
international regulations for handling of freight
international regulations for freight handling",knowledge,cross-sector,"The body of conventions, guidelines and rules which dictate the activity of loading and unloading cargo in international ports."
http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,types of insulation material,"insulation materials characteristics
typology of insulating materials
sorts of insulation materials
typology of insulation materials
insulation material types
characteristics of insulation materials
insulating materials types
kinds of insulation materials
types of insulating material",knowledge,cross-sector,"Various types of insulation material and their usage cases, advantages, risks and costs."
http://data.europa.eu/esco/skill/0d11711b-870f-4701-be93-fa175b6e4002,persuade clients with alternatives,"sway clients with alternatives
persuade client with alternatives
convince clients with alternatives
persuade clients with alternative
coax clients with alternatives
persuading clients with alternatives",skill/competence,cross-sector,"Describe, detail, and compare possible alternatives that clients could take about products and services to persuade them to take a decision that benefits both the company and the client."
http://data.europa.eu/esco/skill/0d254d2f-f6c7-49ac-be0d-a2651c222f7a,precious metals,"gold
silver
platinum",knowledge,cross-sector,Types of rare metal that occur naturally and have a high economic value.
http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed,conduct literature research,"review literature
conducting literature review
literature reviewing
literature review conducting
reviewing literature",skill/competence,cross-sector,Conduct a comprehensive and systematic research of information and publications on a specific literature topic. Present a comparative evaluative literature summary.
http://data.europa.eu/esco/skill/0d4471ae-3820-4c23-8566-f44a7bd159b2,prepare licence agreements,"prepare license agreements
write licence agreements",skill/competence,cross-sector,"Make the legal contract ready, granting permission to use equipment, services, components, applications and intellectual property."
http://data.europa.eu/esco/skill/0d45c1ef-f56b-4a6c-9517-2d30205d693b,repair heating equipment,"overhaul boiler equipment
repair boilers and other heating equipment
reconstruct heating equipment
reconstruct boiler equipment
overhaul heating equipment
mend boiler equipment
adjust heating equipment
repair boilers
adjust boiler equipment
mend heating equipment",skill/competence,cross-sector,"Repair, by use of welding techniques applied to cut and formed metal sheets, boilers, heat exchangers, fired heaters, tanks, reactors and other pressure vessels, and others."
http://data.europa.eu/esco/skill/0d564cb6-98ef-4c18-9392-dd69e6724cbf,risk transfer,"passing on risk
transfer of risk",knowledge,cross-sector,"The financial techniques aimed at avoiding damaging financially a business and instead, protect it in its operations. It is the operation of transferring liabilities and claims to third parties that have the financial muscle and specialise in bundling and managing risks in scale."
http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,gather data,"convene data
collect data
data gavering
assemble data
aggregate data
gathering data",skill/competence,cross-sector,Extract exportable data from multiple sources.
http://data.europa.eu/esco/skill/0d73a5c0-7f95-4ede-92f3-eac434a970a9,marine engineering,"ocean engineering
maritime engineering
knowledge of marine engineering",knowledge,cross-sector,"The engineering discipline that studies the design, operation and maintenance of watercraft propulsion and on-board systems. It also addresses the design and construction of fixed and floating marine structures, such as oil platforms and offshore wind farms, which is generally called offshore engineering."
http://data.europa.eu/esco/skill/0d7529b6-4691-4ca2-96c1-54e478bad3dc,conduct frisk,"carry out body search
organise body search
undertake body search
manage frisk
undertake frisk
organise frisk
manage body search
carry out frisk",skill/competence,cross-sector,"Conduct frisks, or pat downs, with individual to ensure there are no illegal or dangerous items concealed on their person, in a manner appropriate and compliant with regulations."
http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,adopt ways to reduce pollution,"reduce noise
prefer public to private transport
use public transportation
handle your own waste
prevent pollution",skill/competence,transversal,"Apply measures to reduce air, noise, light, water or environmental pollution, for example by using public transports, not leaving any waste in the natural environment, and reducing unnecessary light and noise emissions, particularly during the night."
http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,deliver online training,"deliver online training courses
conduct online training
deliver web-based trainings",skill/competence,cross-sector,"Provide training by using online technologies, adapting the learning materials, using e-learning methods, supporting the trainees and communicating online. Instruct virtual classrooms."
http://data.europa.eu/esco/skill/0d9a7816-d3e4-4a6c-8fdc-4b4bbe278a85,train staff on call quality assurance,"educate staff on call quality assurance
training staff on call quality assurance
upskill staff on call quality assurance
teach staff on call quality assurance
instruct staff on call quality assurance",skill/competence,cross-sector,"Educate and train a staff of call centre agents, supervisors and managers in the Quality Assurance (QA) process."
http://data.europa.eu/esco/skill/0d9c959a-cdd4-41f7-aa82-5e2e25b27e3f,social work theory,"theoretical framework of social work
social work theoretical framework
apply social work theory to practice
social work theories
development and characteristics of social work
fundamentals of social work",knowledge,cross-sector,The development and characteristics of social work theories underpinned by social sciences and humanities.
http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,"provide customer service
supply customer service
respond to customer requests
respond to customers
engage with customers
help customers
assist customers
talk with customers
communicate with clients
interact with customers
interact with clients",skill/competence,cross-sector,"Respond to and communicate with customers in the most efficient and appropriate manner to enable them to access the desired products or services, or any other help they may require."
http://data.europa.eu/esco/skill/0db1a833-e4b7-4cae-9c6f-ddcdd4326e85,geographic areas,"operations in geographic regions
operations in specific areas
geographic ranges
geographic regions
geographical regions
geographical areas
operations in specific regions
operations in geographic areas",knowledge,cross-sector,The detailed knowledge of a geographical area where different organisations carry out operations.
http://data.europa.eu/esco/skill/0dc4ee3d-3e51-4765-bc1c-996707beeea1,understand written Sardinian,"comprehend written Sardinian
make sense of written Sardinian
interpret written Sardinian
read Sardinian
comprehend written Sardu
comprehend written Sard
understand Sardinian writing",skill/competence,transversal,Read and comprehend written texts in ​Sardinian.
http://data.europa.eu/esco/skill/0dc8813a-cebd-4a42-acc8-9a7c4e6e3663,test procedures in electricity transmission,"test procedures in transmission of electricity
checking procedures in electricity transmission
check procedures in electricity transmission
testing procedures in electricity transmission",skill/competence,cross-sector,"Perform tests on powerlines and cables, as well as other equipment used for the transmission of electrical power, in order to ensure the cables are well insulated, the voltage can be controlled well, and the equipment is compliant with regulations."
http://data.europa.eu/esco/skill/0dcea846-04b4-4ffc-8c75-a35c991454b1,apply first response,"manage medical emergencies
provide pre-hospital emergency care of trauma
applying medical first aid in case of emergency
apply hyperbaric accident or urgency medical first aid

manage pre-hospital emergency care of trauma
administer first aid
apply medical first aid in case of emergency
provide pre-hospital emergency trauma care
deal with medical emergencies
handle medical emergencies without doctor
undertake first aid
manage pre-hospital emergency trauma care
undertake first response
apply emergency medical first aid
deliver first aid
implement first aid
implement first response
handle medical emergencies
administer first response
deliver first response
medical first aid applying in case of emergency",skill/competence,cross-sector,"Respond to medical or trauma emergencies and care for the patient in a manner compliant with health and safety regulations, assessing the legal and ethical issues of the situation, and provide proper pre-hospital care."
http://data.europa.eu/esco/skill/0dd4d328-f015-463d-9a7e-06b7041f0b26,consumer goods industry,"CPG
consumer packaged goods
consumer goods sector
consumer products industry",knowledge,cross-sector,"The consumer goods industry refers to a concrete economic sector that produce and sell goods to consumers for they direct consumption, enjoyment or use. Industry that covers a wide range of activities whose target is the final consumption of products by households. It includes food production, clothing and leather, electronics, and household equipment, among other sectors."
http://data.europa.eu/esco/skill/0de6bca4-f3aa-452a-8e10-d355b2c1bfc4,develop electronic test procedures,"developing electronic test protocols
electronic test protocols developing
develop electronic test protocols
developing electronic test procedures
electronic test procedure developing
electronic test procedures developing
electronic test protocol developing",skill/competence,cross-sector,"Develop testing protocols to enable a variety of analyses of electronic systems, products, and components."
http://data.europa.eu/esco/skill/0df2b2ab-393f-4fb3-bee0-9c50fd716b57,clean building facade,"cleaning building facade
clean building facades
wash building veneer
wash building facade
clean building veneer
clean front side of building
clean building's facade
wash front side of building",skill/competence,cross-sector,"Perform cleaning activities of the main face of a building, using appropriate equipment, as required by the complexity and height of the building."
http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3,maintain freelance database,"repair database
conserve database
maintain databases
preserve database
maintain database
maintaining database
upkeep database",skill/competence,cross-sector,Maintain a freelance database that offers extra support to your teams and is able to calculate negotiating costs.
http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64,identify customer requirements,"write research applications
gather and define user requirements
categorise customer requirements",skill/competence,cross-sector,"Apply techniques and tools, such as surveys, questionnaires, ICT applications, for eliciting, defining, analysing, documenting and maintaining user requirements from system, service or product."
http://data.europa.eu/esco/skill/0e13adb5-f135-429b-94c3-24cc1cf1b1ac,types of stone for working,"characteristics of stone
workable stone
kinds of stone
sorts of stone
stones for working
building stone
characteristics of workable stone
types of workable stone
types of building stone",knowledge,cross-sector,"Different types of stone that stonemasons and other stone workers use to process into building materials. The mechanical properties of stone, such as their weight, tensile strength, durability. Economical properties such as cost, transport and sourcing."
http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,manage schedule of tasks,"task scheduling
organise tasks
schedule tasks
organize tasks
task planning
assign and schedule tasks
task management
manage task scheduling
plan tasks
manage tasking",skill/competence,cross-sector,"Maintain an overview of all the incoming tasks in order to prioritise the tasks, plan their execution, and integrate new tasks as they present themselves."
http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2,maintain personal hygiene standards,"maintain personal hygienic standards
appear impeccable and smart
maintain personal standards of hygiene",skill/competence,cross-sector,Preserve impeccable personal hygiene standards and have a tidy appearance.
http://data.europa.eu/esco/skill/0e31da4d-591b-46c6-b89f-ff1812c1f67b,history of theology,"the study of the history of religion
historical religious studies",knowledge,cross-sector,The study of the development and evolution of theology throughout history.
http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,Finnish,"competent in Finnish
ability to comprehend spoken and written Finnish and to speak and write in Finnish",knowledge,transversal,The Finnish language. Finnish is an official and working language of the EU.
http://data.europa.eu/esco/skill/0e355580-bd4a-465a-8058-92984623070e,work in outdoor conditions,"work in bad weather
working in bad weather
coping with work in bad weather
working outdoors
working outdoors in adverse weather conditions
cope with work in bad weather
work outdoors in adverse weather conditions
working in outdoor conditions",skill/competence,cross-sector,"Can cope with the different climate conditions such as heat, rain, cold or in strong wind."
http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,automotive engineering,"vehicle engineering
automotive technology
motor vehicle engineering
engineering of automobiles
engineering of automotives
designing automobiles
constructing automobiles
engineering of vehicles",skill/competence,cross-sector,"The discipline of engineering that combines mechanical, electrical, electronic, software and safety engineering to design motor vehicles such as trucks, vans and automobiles."
http://data.europa.eu/esco/skill/0e503b48-5491-4529-879e-b112251f8d50,manage event structure installation,"manage events structure installation
manage structure installation for events
managing event structure installation
supervise event structure installation
oversee event structure installation",skill/competence,cross-sector,"Plan and monitor the assembly of structures such as stages, connection to the electricity network, lighting and projection equipment. Make sure the employees work according to customer's requirements and safety regulations."
http://data.europa.eu/esco/skill/0e54cc0e-6cef-41ec-bd8c-e8e8778969ec,relationship marketing,relationship marketing strategies,knowledge,cross-sector,"The process within Customer Relationship Management (CRM) and focuses on customer retention, satisfaction and lifetime customer value."
http://data.europa.eu/esco/skill/0e5affa0-705e-4b19-94e8-19e902e0287d,analyse decentralised applications,analyse dApps,skill/competence,cross-sector,"Analyse decentralized applications for their specific performance requirements in terms of key functions and properties such as identify management, access control, data security, transparency, performance, scalability, and maintainability."
http://data.europa.eu/esco/skill/0e75b620-7f75-408a-a625-12d3dbd1c104,construct moulds,"making moulds
make moulds
mould making
constructing of moulds
construction of moulds
make molds
making of molds
constructing moulds
mould construction
mold making
constructing molds
construction of molds
making of moulds
mold construction
making molds
constructing of molds",skill/competence,cross-sector,"Construct moulds for the casting of objects in plaster, clay, glass, plastic or metal. Use casting machines and materials such as rubber, plaster or fibreglass."
http://data.europa.eu/esco/skill/0e7f7009-6633-47a0-ab39-b04e9436daef,musculoskeletal anatomy,"musculoskeletal system and functions
musular anatomy
musculoskeletal functions and system
skeletal anatomy
muscular and skeletal anatomy",knowledge,cross-sector,"The human musculoskeletal system, comprising of the skeleton, muscles, cartilage, tendons, joints and other connective tissue that supports and binds tissues and organs together. The human musculoskeletal system's primary functions, such as supporting the body, allowing motion, and protecting vital organs."
http://data.europa.eu/esco/skill/0e91219a-e74a-46e6-bcf9-9e14da031343,write Ukrainian,"show competency in written Ukrainian
correspond in written Ukrainian",skill/competence,transversal,Compose written texts in Ukrainian.
http://data.europa.eu/esco/skill/0e9e3a56-3b26-4fa5-91df-6d9bfbea4259,electronic test procedures,"testing procedures for electronic systems
electronic test protocols
testing procedures for electronics
testing protocols for electronics
electronic testing procedures
protocols for electronic testing
electronic testing protocols
protocols for electronic systems testing
procedures for electronic testing
testing protocols for electronic systems
procedures for electronic systems testing",knowledge,cross-sector,"Testing protocols that enable a variety of analyses of electronic systems, products, and components. These tests include the testing of electrical properties, such as voltage, current, resistance, capacitance, and inductance as well as the testing of specific electronic components, such as the electron tubes, semiconductors, integrated circuits, and batteries. These tests include visual inspection, performance tests, environment tests, and safety tests."
http://data.europa.eu/esco/skill/0ea0b260-617b-4d04-bf00-988dd0b122e5,execute vehicle maintenance,"undertake vehicle maintenance
execution of vehicle maintenance
enact vehicle maintenance
achieve vehicle maintenance
vehicle maintenance execution
carry out vehicle maintenance
executing vehicle maintenance",skill/competence,cross-sector,"Execute vehicle maintenance based on supplier or manufacturer instructions. This might include cleaning vehicle engine, cleaning vehicle interior and exterior, maintaining mileage and fuel records, performing non-mechanical maintenance tasks. Service small engines including hydraulic equipment. Check the oil and fluid levels on all equipment. Check vehicles and equipment to insure that they are in smooth and safe working order."
http://data.europa.eu/esco/skill/0ea5d4a5-3a7c-4fd0-a62f-992074c85a6c,set up tower crane,"tower crane assembling
tower crane assembly
tower crane setting up
assembly of tower crane
assembling tower crane
assemble tower crane
setting up tower crane
tower crane set up
setting up of tower crane",skill/competence,cross-sector,"Assist in the installation of a tower crane. Set the mast plumb and pour concrete onto the base to secure it. Bolt the mast into the concrete. Add progressively more pieces to the mast, usually using a mobile crane. Add the operators cabin on top of the mast and attach the jibs piece by piece."
